Fournisseur;Actif;id;CB;UPC;Produit;Réference;Categorie;Prix Achat;Prix Vente;Unité de Vente;Quantité à la vente;
"Bryio";"Oui";"1124";"3263670991215";"";"Foie de Morue au naturel MSC 121G Phare d'Eckmuhl";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"2.11";"2.65";"";"17";
"Bryio";"Oui";"1125";"3760030726116";"";"Amande Cuisine Bio La Mandorle 25 cl";"SH-RO-UUN-NN-P";"Aide culinaire salé";"1.39";"1.75";"";"24";
"Bryio";"Oui";"1127";"8718754505505";"";"Chips de Lentilles 75G Trafo";"SB-RO-UUN-NN-P";"Biscuits apéritif";"1.49";"1.85";"";"17";
"Bryio";"Oui";"1129";"3760270850008";"";"Farine de blé bio T65 - 1 kg LE MOULIN DU PÈRE MARTIN";"DG-RO-UUN-NN-P";"Farine";"1.48";"1.85";"";"8";
"Bryio";"Oui";"1130";"3700019517083";"";"Lait de coco bio 400 ml Racines Bio";"SH-RO-UUN-NNP";"Laits végétaux";"1.20";"1.50";"";"17";
"Bryio";"Oui";"1131";"3700019520878";"";"Nouilles de Riz 220gr  Racines Bio";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"2.57";"3.20";"";"5";
"Bryio";"Oui";"1132";"3700019520885";"";"Nouilles de riz complet 220gr Racines Bio";"SP-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"2.57";"3.20";"";"6";
"Bryio";"Oui";"1133";"3268350120268";"";"Petits Pains Grillés Céréales et Graines Le Moulin du Pivert";"DP-RO-UUN-NN-P";"Céréales et galettes";"2.12";"2.65";"";"6";
"Bryio";"Oui";"1167";"3272460123866";"";"Bière traditionnelle sans gluten JADE 25 cl";"SA-SI-UUN-NN-P";"Boissons";"1.14";"1.40";"";"9";
"Bryio";"Oui";"1168";"3272460123842";"";"Bière Traditionnelle Blonde Jade 25cl";"SA-SI-UUN-NNP";"Boissons";"1.08";"1.35";"";"7";
"Bryio";"Oui";"1169";"3760035236030";"";"Bière La Goule Notre dame";"SA-SI-UUN-NN-P";"Vins et bières";"3.60";"4.50";"";"4";
"Bryio";"Oui";"1170";"3760138834874";"";"Sac poubelle 30L rouleau de 30";"BX-RO-UUN-NN-P";"Produits Ménagers";"2.16";"2.70";"";"9";
"Bryio";"Oui";"1171";"3700019520977";"";"Pâte de curry rouge 120 g";"SH-RO-UUN-NN-P";"Aide culinaire salé";"3.28";"4.10";"";"13";
"Bryio";"Oui";"1172";"3301597004103";"";"Purée de pommes - 825g";"DD-RO-UUN-NN-P";"Compotes et Purées";"2.81";"3.50";"";"5";
"Bryio";"Oui";"1173";"3301597000976";"";"Purée pomme banane Coteaux Nantais 630 g";"DD-RO-UUN-NNP";"Compotes et Purées";"2.99";"3.75";"";"10";
"Bryio";"Oui";"1174";"3390390000092";"";"Purée d'amande blanche 350 G";"DS-RO-UUN-NN-P";"Compotes et Purées";"7.83";"9.80";"";"7";
"Bryio";"Oui";"1177";"3662217007035";"366221700703";"Carré à démaquiller lavable Coton Bio";"BX-RO-UUN-NN-P";"Produits d'hygiène";"1.45";"1.85";"";"3";
"Bryio";"Oui";"1210";"3760138831422";"";"Acide Citrique 1KG non bio La droguerie Ecologique";"MX-RO-UUN-NN-P";"Produits Ménagers";"5.65";"7.10";"";"6";
"Bryio";"Oui";"1211";"3760138831309";"";"Blanc de Meudon non bio 500G La Droguerie écologique";"MX-RO-UUN-NN-P";"Produits Ménagers";"2.17";"2.75";"";"2";
"Bryio";"Oui";"1212";"8034063240617";"";"Passata (purée de tomate) 680gr Bionaturae";"SC-RO-UUN-NN-P";"Sauces et Accompagnements";"1.03";"1.30";"";"2";
"Bryio";"Oui";"1213";"8052440072101";"";"Huile de colza 1000ml Bio Crudolio";"SH-RO-UUN-NN-P";"Huiles , Vinaigres et Condiments";"3.45";"4.30";"";"4";
"Bryio";"Oui";"1214";"3104182840014";"";"Vinaigre Alcool blanc 8% Fuchs";"SH-RO-UUN-NN-P";"Huiles , Vinaigres et Condiments";"1.20";"1.50";"";"1";
"Bryio";"Oui";"1216";"3176800032064";"";"Potabio de la Mer sans gluten 2*8.5 G  Nat Ali";"SH-RO-UUN-NN-P";"Aide culinaire salé";"0.91";"1.15";"";"2";
"Bryio";"Oui";"1217";"3263670591019";"";"Anchois entier à l'huile olive vierge extra bio 115gr Phare d'Eckmühl";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"2.84";"3.55";"";"10";
"Bryio";"Oui";"1232";"3263670033458";"";"Thon albacore peche sans DCP 112g";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"2.98";"3.70";"boite";"15";
"Bryio";"Oui";"1255";"8718754505062";"";"Chips houmous paprica75gr Trafo Bio";"SB-RO-UUN-NN-P";"Biscuits apéritif";"1.49";"1.85";"";"22";
"Bryio";"Oui";"1270";"3417960022961";"";"POIVRE BLANC MOULU";"SS-RO-UUN-NN-P";"Accueil";"3.53";"4.40";"";"3";
"Bryio";"Oui";"1271";"3421557800153";"";"Biscuits petit-déjeuner Sarrasin Pépites de chocolat bio - 150 g Grillon d'or";"DB-RO-UUN-NN-P";"Biscuits";"2.45";"3.05";"";"8";
"Bryio";"Oui";"1281";"8034063240044";"";"PENNE RIGATE BIONATURAE 500G";"SP-RO-UUN-NN-P";"Accueil";"1.20";"1.50";"";"13";
"Bryio";"Oui";"1282";"3263670125719";"";"SARDINES MARINEES SANS HUILE AU CITRON BIO";"SC-RO-UUN-NN-P";"Accueil";"2.24";"2.80";"";"9";
"Bryio";"Oui";"1340";"3263670560114";"";"Filets de harengs fumés MSC";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"2.11";"2.65";"";"13";
"Bryio";"Oui";"1379";"3760004870012";"";"SUCRE DE CANNE ROUX 1 KG Loiret Haëntjens";"DS-RO-UUN-NN-P";"Sucre , Miel, Sirop d'agave";"2.29";"3.00";"";"26";
"Bryio";"Oui";"1380";"3421557701504";"";"Flocons avoine 500 g Grillon d'or";"DP-RO-UUN-NN-P";"Accueil";"1.91";"2.40";"";"10";
"Bryio";"Oui";"1381";"3421557110214";"";"Krounchy too chocolat  500g Grillon d'or";"DP-RO-UUN-NN-P";"Céréales et galettes";"2.75";"3.45";"";"11";
"Bryio";"Oui";"1404";"3760138832382";"";"Grattoir à récurer en cuivre";"MX-RN-UUN-NN";"Produits Ménagers";"0.89";"1.10";"";"25";
"Bryio";"Oui";"1405";"3565280003006";"";"Câpres au vinaigre de cidre 220g";"SH-RN-UUN-ON";"Huiles , Vinaigres et Condiments";"2.87";"3.60";"";"7";
"Bryio";"Oui";"1406";"3390390003093";"";"Mélange apéritif salé 400g";"SF-RN-UUN-ON";"Biscuits apéritif";"5.69";"7.10";"";"5";
"Bryio";"Oui";"1408";"3540860027672";"";"Gâteaux nonettes miel-orange 150g";"SB-RO-UUN-NN-P";"Biscuits";"2.28";"2.85";"";"11";
"Bryio";"Oui";"1409";"3258590000109";"";"Chocolat tablette lait praliné 100g";"DC-RO-UUN-NN";"Chocolat";"2.27";"2.85";"";"14";
"Bryio";"Oui";"1471";"3413880081262";"";"Trio de quinoa biologique 500g";"SR-RO-UUN-NN-P";"Pâtes, Riz, Autres céréales";"4.62";"5.80";"";"5";
"Bryio";"Oui";"1472";"8712423020498";"";"POIS CHICHES 340g";"SC-RO-UUN-NN-P";"Conserve de légumes et Soupes";"1.24";"1.55";"";"9";
"Bryio";"Oui";"1473";"3417960022534";"";"CANNELLE TUYAUX 12G";"SS-RO-UUN-NN-P";"Epicerie sucrée";"1.65";"2.05";"";"4";
"Bryio";"Oui";"1494";"3417960022527";"";"Cannelle en poudre 35g";"SS-RO-UUN-NN-P";"Aide culinaire sucré";"1.61";"2.00";"";"3";
"Bryio";"Oui";"1495";"3417960022596";"";"Girofle clous 30g";"SS-RO-UUN-NN-P";"Aide culinaire salé";"2.07";"2.60";"";"3";
"Bryio";"Oui";"1496";"3417960022633";"";"Cumin poudre 40g";"SS-RO-UUN-NN-P";"Aide culinaire salé";"1.89";"2.35";"";"3";
"Bryio";"Oui";"1498";"3417960022640";"";"Curcuma poudre 35g";"SS-RO-UUN-NN-P";"Aide culinaire salé";"1.80";"2.25";"";"2";
"Bryio";"Oui";"1499";"3417960022725";"";"Gingembre poudre 30g";"SS-RO-UUN-NN-P";"Aide culinaire salé";"1.91";"2.40";"";"4";
"Bryio";"Oui";"1500";"3417960023197";"";"Mélange salade 45g";"SS-RO-UUN-NN-P";"Aide culinaire salé";"2.49";"3.10";"";"6";
"Bryio";"Oui";"1501";"3263670011456";"";"Sardines à l'huile olive 135g MSC";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"2.61";"3.25";"";"10";
"Bryio";"Oui";"1502";"3263670237719";"";"Maquereaux filets MSC  huile olive 118g";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"2.05";"2.55";"";"15";
"Bryio";"Oui";"1503";"3263670237917";"";"Maquereaux filets MSC  moutarde 113g";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"2.02";"2.50";"";"12";
"Bryio";"Oui";"1511";"3700225149085";"";"Pois Chiches secs - 350 g";"SR-RO-UUN-NN";"Epicerie salée";"2.34";"2.95";"";"10";
"Bryio";"Oui";"1512";"3700225149016";"";"HARICOT SEC Petit coco 350G";"SR-RO-UUN-NN";"Légumes secs";"2.50";"3.15";"";"14";
"Bryio";"Oui";"1513";"3700225149054";"";"HARICOT ROUGE SECS 350G";"SR-RO-UUN-NN";"Légumes secs";"2.50";"3.15";"";"14";
"Bryio";"Oui";"1514";"3263670455014";"";"RILLETTES DE THON LISTAO 120G pêche responsable";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"2.23";"2.80";"";"0";
"Bryio";"Oui";"1515";"8437018471461";"";"ECOVINAL VINAIGRE MENAGER 8% BIDON 5L";"SH-RO-UUN-NN-P";"Produits Ménagers";"5.75";"7.20";"";"3";
"Bryio";"Oui";"1516";"3760022906328";"";"MUSCADE POUDRE 32G";"SS-RO-UUN-NN-P";"Aide culinaire salé";"2.76";"3.45";"";"3";
"Bryio";"Oui";"1534";"";"";"Jus de pomme myrtilles 75cl";"DJ-RO-UUN-NN";"Epicerie sucrée";"3.02";"3.75";"";"6";
"Bryio";"Oui";"1535";"3465511101153";"";"Graines à germer Alfafa 150g";"SF-RN-UUN-NN";"Graines";"2.80";"3.50";"";"9";
"Bryio";"Oui";"1536";"3465511107155";"";"Graines à germer brocoli 150g";"SF-RN-UUN-NN";"Graines";"3.69";"4.60";"";"3";
"Bryio";"Oui";"1537";"3465511130207";"";"Graines à germer Haricots mungo 200g";"SF-RN-UUN-NN";"Graines";"1.67";"2.10";"";"5";
"Bryio";"Oui";"1570";"8001860810008";"";"Boisson riz naturel 16%";"DP-RO-UUN-NN-P";"Laits végétaux";"1.12";"1.40";"";"15";
"Bryio";"Oui";"1571";"3104181939757";"";"Vinaigre de cidre non pasteurisé  75cl";"SH-RO-UUN-NN-P";"Huiles , Vinaigres et Condiments";"2.05";"2.55";"";"8";
"Bryio";"Oui";"1576";"";"";"Soude en cristaux 500g";"MX-RN-UUN-NN";"Produits Ménagers";"1.93";"2.40";"";"3";
"Bryio";"Oui";"1577";"8052440072217";"";"HUILE DE TOURNESOL 1L";"SH-RO-UUN-NN-P";"Huiles , Vinaigres et Condiments";"3.14";"3.95";"";"6";
"Bryio";"Oui";"1602";"4007547605008";"";"ECO-EPONGE";"MX-RN-UUN-NN";"Produits Ménagers";"2.33";"2.90";"";"9";
"Bryio";"Oui";"1611";"3417960000396";"";"Feuilles d'olivier";"DT-RO-UUN-NN-P";"Thés et Infusions";"1.85";"2.00";"";"31";
"Bryio";"Oui";"1612";"3264950120097";"";"Germacoré 100g";"DT-RO-UUN-NN-P";"Café";"3.57";"4.45";"";"6";
"Bryio";"Oui";"1613";"3483981001902";"";"Café lyophilisé arabica 100g";"DT-RO-UUN-NN-P";"Café";"4.64";"5.80";"";"9";
"Bryio";"Oui";"1614";"3272460123873";"";"Bière traditionnelle blanche JADE 25 cl";"SA-SI-UUN-NN-P";"Vins et bières";"1.11";"1.40";"";"10";
"Bryio";"Oui";"1615";"8052440072477";"";"Sauce soja tamari 250 ml";"SH-RO-UUN-NN-P";"Aide culinaire salé";"2.56";"3.20";"";"2";
"Bryio";"Oui";"1616";"";"";"Farine de seigle";"DG-RO-UUN-NN-P";"Farine";"1.95";"2.45";"";"4";
"Bryio";"Oui";"1617";"3700625400878";"";"Caviar d'aubergines 200g";"SS-RO-UUN-NN-P";"Sauces et Accompagnements";"2.58";"3.25";"";"13";
"Bryio";"Oui";"1618";"3700625400885";"";"Escalivade 200g";"SS-RO-UUN-NN-P";"Sauces et Accompagnements";"2.58";"3.25";"";"9";
"Bryio";"Oui";"1619";"3700019516192";"";"Gingembre en lamelles 200g";"SH-RO-UUN-NN-P";"Aide culinaire salé";"2.80";"3.50";"";"3";
"Bryio";"Oui";"1620";"3700019521080";"";"Purée de piment jaune 90g";"SH-RO-UUN-NN-P";"Aide culinaire salé";"3.40";"4.25";"";"8";
"Bryio";"Oui";"1621";"3390390000061";"";"Purée de noisettes Italie 350g";"DC-RO-UUN-NN";"Compotes et Purées";"7.49";"9.35";"";"5";
"Bryio";"Oui";"1639";"3417960037088";"";"Vanille poudre 10g";"SS-RO-UUN-NN-P";"Aide culinaire sucré";"12.57";"15.70";"";"1";
"Bryio";"Oui";"1640";"8052440136339";"";"Huile de sésame 500ml";"SH-RO-UUN-NN-P";"Huiles , Vinaigres et Condiments";"4.96";"6.20";"";"8";
"Bryio";"Oui";"1641";"3760022906700";"";"Curry indien poudre35g";"SS-RO-UUN-NN-P";"Aide culinaire salé";"1.93";"2.40";"";"2";
"Bryio";"Oui";"1643";"3760284350013";"";"Piment d'espelette AOP 50g";"SS-RO-UUN-NN-P";"Aide culinaire salé";"8.55";"10.70";"";"3";
"Bryio";"Oui";"1644";"3760022906311";"";"Muscade noix 20g";"SS-RO-UUN-NN-P";"Aide culinaire salé";"2.03";"2.55";"";"3";
"Bryio";"Oui";"1703";"​3760138834805";"";"Papier cuisson recharge 39cm x 15m";"MX-RN-UUN-NN";"Produits Ménagers";"3.29";"4.10";"";"17";
"Bryio";"Oui";"1757";"3445850070778";"";"Gros sel de Guérande humide 1 kg";"SS-RO-UUN-NN-P";"Aide culinaire salé";"1.49";"1.85";"";"9";
"Bryio";"Oui";"1758";"3322030001220";"";"Sel fin sachet 500g";"SS-RO-UUN-NN-P";"Accueil";"1.75";"2.20";"";"8";
"Bryio";"Oui";"1794";"3483981000820";"";"Café décaféiné moulu MH 250gr";"DT-RO-UUN-NN";"Café";"3.89";"4.80";"";"11";
"Bryio";"Oui";"1795";"3278584930045";"";"Levure boulangère (3x9gr)";"SP-RN-UUN-ON";"Farine";"2.46";"3.10";"";"9";
"Bryio";"Oui";"1796";"3278584930021";"";"Poudre à lever s/phosphate s/gluten (8x10gr)";"SG-RN-UUN-ON";"Aide culinaire sucré";"0.87";"1.10";"";"7";
"Bryio";"Oui";"1797";"3278584960127";"";"Sucre glace 600g";"DS-RN-UUN-ON";"Sucre , Miel, Sirop d'agave";"4.31";"5.40";"";"5";
"Bryio";"Oui";"1798";"3278584930038";"";"Sucre vanille naturel (8x7,5g)";"DS-RN-UUN-ON";"Epicerie sucrée";"3.03";"3.80";"";"16";
"Bryio";"Oui";"1840";"3413880004216";"";"Café Pérou bio moulu 1kg";"DT-RO-UUN-NN";"Café";"14.22";"17.80";"";"10";
"Bryio";"Oui";"1841";"3258590000994";"";"Tablette chocolat noir à patisser 71% Dardenne 200g";"DC-RO-UUN-NN-P";"Chocolat";"3.52";"4.40";"";"7";
"Bryio";"Oui";"1842";"3258590000352";"";"Tablette chocolat noir noisettes 71% Dardenne 180g";"DC-RO-UUN-NN";"Chocolat";"4.39";"5.50";"";"8";
"Bryio";"Oui";"1843";"3421557920240";"";"Muesli fruits 500g";"DP-RO-UUN-NN-P";"Céréales et galettes";"2.18";"2.75";"";"5";
"Bryio";"Oui";"1844";"3421557112003";"";"Muesli sans gluten 500g";"DP-RO-UUN-NN-P";"Céréales et galettes";"3.47";"4.35";"";"5";
"Bryio";"Oui";"1845";"8005892347020";"";"Mouchoirs écologique boîte 80 feuilles 3 épaisseurs";"BX-RO-UUN-NN-P";"Produits d'hygiène";"1.42";"1.75";"";"0";
"Bryio";"Non";"950";"3700566452240";"";"Biscuits petit-déjeuner pépites de chocolat Bio - 150 g - Céliane";"DB-RO-UUN-NN-P";"Biscuits";"2.38";"3.00";"";"0";
"Bryio";"Non";"973";"3425472103030";"";"Terrine Bio de Corse - Porc Châtaigne- 140 g";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"3.86";"4.80";"";"0";
"Bryio";"Non";"989";"3483981300012";"";"Café dosette souple du Pérou Café Michel 125  G";"DT-RO-UUN-NN";"Café";"2.44";"3.05";"";"0";
"Bryio";"Non";"1021";"";"";"Chips nature à l'ancienne";"SB-RO-UUN-NN-P";"Biscuits apéritif";"1.45";"1.80";"";"0";
"Bryio";"Non";"1034";"3540860004208";"";"Pain d'épices 25% miel 250gr - Abeille royale";"DG-RO-UUN-NN-P";"Biscuits";"2.54";"3.20";"";"0";
"Bryio";"Non";"1256";"3760206560001";"";"Gros sel  Ile de Ré 1 KG  Nature et progrès";"SS-RO-UUN-NN-P";"Aide culinaire salé";"1.58";"2.00";"";"0";
"Bryio";"Non";"1407";"3760206560049";"";"Sel fin 500g La boîte à sel";"SS-RO-UUN-NN-P";"Accueil";"1.84";"2.30";"";"0";
"Bryio";"Non";"1469";"3421557111044";"";"Corn flakes nature - 500g Grillon d'or";"DP-RO-UUN-NN-P";"Céréales et galettes";"2.50";"3.15";"";"8";
"CAE Mosaïque";"Non";"1394";"";"";"Chanterelles (aux 100g)";"LX-MN-KDO-NO";"Accueil";"0.00";"2.90";"";"33";
"Centifoglia  ";"Oui";"635";"";"";"Pommes Reinette BIO (au Kg)";"FP-MO-KUN-NO";"Pommes et poires";"2.22";"2.80";"KG";"14";
"Centifoglia  ";"Non";"634";"";"";"Pommes Golden BIO (au Kg)";"FP-MO-KUN-NO";"Pommes et poires";"2.00";"2.65";"kg";"-1";
"Centifoglia  ";"Non";"636";"";"";"Pommes Pinova Bio au Kg";"FP-MO-KUN-NO";"Pommes et poires";"2.00";"2.60";"KG";"0";
"Centifoglia  ";"Non";"637";"";"";"Poires abate BIO au Kg";"FP-MN-KUN-NO-P";"Pommes et poires";"2.50";"3.30";"";"0";
"Centifoglia  ";"Non";"638";"";"";"Poires Conférence BIO au Kg";"FP-MN-KUN-NO";"Pommes et poires";"2.40";"3.30";"";"793";
"Centifoglia  ";"Non";"665";"";"";"Pommes Dalinette  Bio au Kg";"FP-MO-KUN-NO";"Pommes et poires";"2.11";"2.80";"KG";"965";
"Centifoglia  ";"Non";"666";"";"";"Pommes Gala Bio (au kg)";"FP-MO-KUN-NO-P";"Pommes et poires";"2.00";"2.65";"";"0";
"Centifoglia  ";"Non";"668";"";"";"Clémentines d'Italie BIO (au Kg)";"FP-MO-KUN-NO";"Accueil";"2.25";"3.00";"kg";"0";
"Centifoglia  ";"Non";"674";"";"";"Citrons (au Kg)";"FP-MO-KUN-NO-P";"Accueil";"2.60";"3.50";"kg";"0";
"Centifoglia  ";"Non";"681";"";"";"Pommes  Bio petit calibre (au kg)";"FP-MO-KUN-NO-P";"Pommes et poires";"1.55";"2.05";"";"0";
"Centifoglia  ";"Non";"701";"";"";"Pommes Fuji BIO (au Kg)";"FP-MO-KUN-NO-P";"Pommes et poires";"2.23";"2.80";"Kg";"956";
"Centifoglia  ";"Non";"777";"";"";"Pastèque petite BIO (pièce vendue au kg)";"FD-MN-UUN-NO";"Fruits frais";"1.90";"2.40";"kg";"0";
"Centifoglia  ";"Non";"823";"";"";"Kiwi Gold BIO (par 500g)";"FD-MV-KMN-NO-P";"Autres fruits";"1.80";"2.30";"Kg";"0";
"Centifoglia  ";"Non";"858";"";"";"Chou Brocoli Bio Italie par 500g";"LC-MV-KMN-NO-P";"Choux et navets";"1.60";"2.05";"kg";"11";
"Centifoglia  ";"Non";"859";"";"";"Oignons rouges Italie (par 500g )";"LB-MV-KMN-NO-P";"Accueil";"1.21";"1.60";"Kg";"4";
"Centifoglia  ";"Non";"860";"";"";"Kiwi Hayward BIO Italie (par 500g)";"FD-MV-KMN-NO-P";"Autres fruits";"1.32";"1.75";"Kg";"-1";
"Centifoglia  ";"Non";"866";"";"";"Céleri branche BIO Centifoglia Italie (au kg)";"LT-MV-KUN-NO";"Accueil";"3.06";"3.80";"Kg";"1";
"Centifoglia  ";"Non";"918";"";"";"Salade Trevise (500g)";"LS-MN-KMN-NO";"Salades";"2.22";"2.95";"500g";"4";
"Centifoglia  ";"Non";"919";"";"";"Salade Radicchio Castel Franco au 500 g";"LS-RN-KMO-NO";"Salades";"2.09";"2.60";"1 Kg";"4";
"Centifoglia  ";"Non";"982";"";"";"Courge Iron cup BIO Italie pièce au kg";"LG-MV-UUN-NO";"Légumes frais";"2.11";"2.60";"kg";"0";
"Centifoglia  ";"Non";"1047";"";"";"Brocoli Bio Espagne  au kg";"LC-MV-KMN-NO-P";"Choux et navets";"1.21";"1.50";"kg";"0";
"Centifoglia  ";"Non";"1052";"";"";"Blettes BIO Centifolia au kg";"LS-MN-KUN-NO";"Légumes frais";"3.27";"4.10";"KG";"0";
"Centifoglia  ";"Non";"1162";"";"";"Oranges Valencia BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"2.19";"2.70";"Kg";"0";
"Centifoglia  ";"Non";"1163";"";"";"Citrons BIO (au 500g)";"FA-MN-KMN-NO-P";"Agrumes";"1.28";"1.60";"500g";"0";
"Centifoglia  ";"Non";"1218";"";"";"Abricots Bio  (au 500g)";"FP-MO-KMN-NO-P";"Pêches, Nectarines et Abricots";"2.10";"2.60";"kg";"915";
"Centifoglia  ";"Non";"1325";"";"";"Pommes Crimson Bio du Piémont au Kg";"FP-MO-KUN-NO";"Fruits frais";"2.22";"2.75";"KG";"0";
"Centifoglia  ";"Non";"1416";"";"";"Pommes Opale Bio du Piémont au Kg";"FP-MO-KUN-NO-P";"Fruits frais";"2.22";"2.80";"KG";"0";
"Champagne Cristian SENEZ";"Oui";"271";"3556860000164";"";"Champagne BRUT Carte Blanche ";"SA-SI-UUN-NN-P";"Boissons";"12.37";"15.00";"la bouteille";"2";
"Champagne Cristian SENEZ";"Oui";"272";"3556860000034";"";"Champagne BRUT  Carte Verte ";"SA-SI-UUN-NN-P";"Boissons";"13.66";"16.60";"la bouteille";"8";
"Champagne Cristian SENEZ";"Oui";"273";"3556860000072";"";"Champagne BRUT  Rosé de Saignée ";"SA-SI-UUN-NN-P";"Boissons";"14.72";"16.90";"la bouteille";"6";
"Champagne Cristian SENEZ";"Non";"274";"";"";"Ratafia de Champagne (bouteille de 75cl)";"SA-SI-UUN-NN-P";"Boissons";"12.42";"14.20";"la bouteille";"0";
"Champagne Cristian SENEZ";"Non";"275";"";"";"Vieux Marc de Champagne (bouteille de 75cl)";"SA-SI-UUN-NN-P";"Boissons";"17.46";"20.00";"la bouteille";"0";
"CHATEAU STE EULALIE LALIVINIERE ";"Oui";"875";"3000001234630";"";"Vin Rouge Plaisir d'Eulalie AOC Minervois 2018";"SA-RO-UUN-NN-P";"Boissons";"4.26";"5.70";"Bouteille de 75 cl";"76";
"CHATEAU STE EULALIE LALIVINIERE ";"Oui";"876";"3000001234647";"";"Vin Rouge Buona Pulcella d'Eulalie AOC Minervois 2017";"SA-RO-UUN-NN-P";"Boissons";"5.64";"7.30";"Bouteille de 75 cl";"21";
"CHATEAU STE EULALIE LALIVINIERE ";"Oui";"1057";"3000001235033";"";"Vin Rosé Printemps d'Eulalie AOC Minervois 2019";"SA-RO-UUN-NN-P";"Boissons";"4.26";"5.30";"Bouteille de 75 cl";"8";
"CHATEAU STE EULALIE LALIVINIERE ";"Oui";"1506";"";"";"Vin Blanc d'Eulalie Sauvignon IGP Pays d'Oc 2019";"SA-RO-UUN-NN-P";"Boissons";"4.00";"4.90";"Bouteille de 75 cl";"22";
"CHATEAU STE EULALIE LALIVINIERE ";"Non";"873";"3000001234623";"";"Vin Blanc d'Eulalie Chardonnay Minervois 2016";"SA-RO-UUN-NN-P";"Boissons";"3.50";"4.90";"Bouteille de 75 cl";"0";
"CHATEAU STE EULALIE LALIVINIERE ";"Non";"1058";"3000001235040";"";"Vin Rouge La Cantilène AOC Minervois La Livinière 2016";"SA-RO-UUN-NN-P";"Boissons";"8.00";"10.00";"Bouteille de 75 cl";"0";
"Comme Avant - Si Créative";"Oui";"1051";"3052350893853";"";"Dentifrice Naturel Mentholé en poudre au Siwak - 45 g";"BX-RO-UUN-NN-P";"Produits d'hygiène";"4.84";"6.05";"";"0";
"Comme Avant - Si Créative";"Non";"1049";"3052351354506";"";"Shampoing Naturel Solide à l'Argan et au Rhassoul - 70 g";"BX-RO-UUN-NN-P";"Shampoing";"8.33";"10.40";"";"0";
"Comme Avant - Si Créative";"Non";"1050";"3052350959351";"";"Crème Naturelle Solide au beurre de Karité - 50 g";"BX-RO-UUN-NN-P";"Cosmétique";"6.94";"8.70";"";"0";
"Coop La Meute";"Oui";"501";"";"";"Le sac de La Meute";"MX-RO-UUN-NN-P";"Accueil";"2.00";"2.50";"l'unité";"65";
"Coop La Meute";"Oui";"1000";"";"";"Limonadier";"MX-RO-UUN-NN-P";"Accueil";"3.20";"4.00";"";"43";
"Coop La Meute";"Oui";"1038";"";"";"Sous-bock (par 10)";"MX-RO-UUN-NN-P";"Accueil";"1.00";"1.00";"";"89";
"Coop La Meute";"Oui";"1474";"";"";"Adhésion 2020-2021";"ADHESION";"Accueil";"25.00";"25.00";"";"910";
"Coop La Meute";"Non";"1028";"";"";"Adhésion 2018";"ADHESION";"Accueil";"20.00";"20.00";"";"0";
"Coop La Meute";"Non";"1029";"";"";"Adhésion 2019";"ADHESION";"Accueil";"20.00";"20.00";"";"0";
"Coop La Meute";"Non";"1243";"";"";"Adhésion 2019_2020";"ADHESION";"Accueil";"0.00";"25.00";"";"934";
"Coopérative de Cerneux-Monnot";"Non";"1102";"";"";"Comté BIO 500g de fromage";"CF-RO-PMN-NN-S";"Fromages";"8.80";"11.00";"";"0";
"Coopérative de Cerneux-Monnot";"Non";"1103";"";"";"Comté BIO 200g de fromage";"CF-RO-PCN-NN-S";"Fromages";"3.52";"4.40";"";"0";
"Coopérative de Cerneux-Monnot";"Non";"1104";"";"";"Tomme de Franche Comté BIO 200g de fromage";"CF-RO-PCN-NN-S";"Fromages";"3.68";"4.60";"";"0";
"Coopérative de Cerneux-Monnot";"Non";"1108";"";"";"Morbier BIO 200g de fromage";"CF-RO-PCN-NN-S";"Fromages";"2.96";"3.90";"";"0";
"Coopérative de Cerneux-Monnot";"Non";"1109";"";"";"Bleu de Gex BIO 200g de fromage";"CF-RO-PCN-NN-S";"Fromages";"0.00";"0.00";"";"0";
"Coopérative de Cerneux-Monnot";"Non";"1112";"";"";"Ecorce de sapin 200g de fromage";"CF-RO-UUN-NN-S";"Fromages";"6.64";"8.30";"";"0";
"Coopérative de Cerneux-Monnot";"Non";"1113";"3760100720099";"";"Cancoillotte ail 200g";"CF-RO-UUN-NN-S";"Fromages";"3.84";"4.80";"";"0";
"De la pousse à l'assiette";"Oui";"1484";"";"";"Confiture orange aux épices 250G";"DD-RO-UUN-NN-P";"Confitures";"3.25";"3.90";"";"3";
"De la pousse à l'assiette";"Oui";"1486";"";"";"Pissaladière en part";"OF-MV-UUN-NN";"Traiteur";"2.32";"2.90";"";"18";
