id_product;name;reference;price;wholesale_price;active;shopname;supp;id_shop_default;id_image;name_category;price_final;is_virtual;nb_downloadable;sav_quantity;badge_danger;
"9";"Pommes de terre MONALISA (au kg) Saluzzo";"LP-MO-KUN-NO-P";"1.600000";"1.100000";"1";"Coop La Meute";"SALUZZO Jean ";"1";"38";"Pommes de terre";"0";"0";"";"697";"0";
"12";"Feuilles de chêne blonde BIO";"LS-MN-UUN-NN-P";"0.800000";"0.600000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"212";"Salades";"0";"0";"";"820";"0";
"15";"Pommes de terre DE MONTAGNE Monalisa (sac de 5 kg)";"LP-RO-FUN-NN-P";"6.900000";"5.500000";"0";"Coop La Meute";"SALUZZO Jean ";"1";"34";"Pommes de terre";"0";"0";"";"0";"1";
"18";"Potimarron BIO au Kg (vendue à la pièce)";"LF-MV-KUN-NO-P";"2.600000";"2.100000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"36";"Courges";"0";"0";"";"57";"0";
"19";"Blettes  de chez Manu (à la botte)";"LS-MN-LUN-NN-P";"1.250000";"1.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"1165";"Légumes frais";"0";"0";"";"689";"0";
"22";"Champignons de Paris à l'hectogramme (100g)";"LX-MN-KDO-NO-X";"1.000000";"0.800000";"1";"Coop La Meute";"BOSELLI Christian";"1";"71";"Autres légumes";"0";"0";"";"984";"0";
"24";"Oeufs  par 6";"OO-RO-BUN-NN";"2.000000";"1.500000";"1";"Coop La Meute";"La Poule Blanche";"1";"468";"Oeufs";"0";"0";"";"879";"0";
"27";"Cébettes BIO à la botte";"LB-MN-LUN-NN-P";"1.300000";"0.950000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"47";"Autres légumes";"0";"0";"";"857";"0";
"29";"Chou chinois  BIO à la pièce";"LC-MV-UUN-NN-P";"2.250000";"1.800000";"0";"Coop La Meute";"";"1";"48";"Choux et navets";"0";"0";"";"41";"0";
"33";"Tortiglioni (paquet de 500g)";"SP-RO-UUN-NN-P";"1.000000";"0.690000";"0";"Coop La Meute";"La Pelle d'Or";"1";"491";"Pâtes, Riz, Autres céréales";"0";"0";"";"0";"1";
"34";"Farfalle par paquet de 500 g";"SP-RO-UUN-NN-P";"1.100000";"0.820000";"0";"Coop La Meute";"La Pelle d'Or";"1";"54";"Pâtes, Riz, Autres céréales";"0";"0";"";"0";"1";
"35";"Spaghettini N°3 par paquet de 500 g";"SP-RO-UUN-NN-P";"1.100000";"0.820000";"0";"Coop La Meute";"La Pelle d'Or";"1";"614";"Pâtes, Riz, Autres céréales";"0";"0";"";"1";"0";
"36";"Riz Long    à l'hectogramme (100g)";"SR-RO-KDN-ON-P";"0.220000";"0.180000";"0";"Coop La Meute";"";"1";"58";"Pâtes, Riz, Autres céréales";"0";"0";"";"-6";"1";
"37";"Riz Basmati à l'hectogramme (100g)";"SR-RO-KDN-ON-P";"0.300000";"0.240000";"0";"Coop La Meute";"La Pelle d'Or";"1";"56";"Pâtes, Riz, Autres céréales";"0";"0";"";"2";"0";
"39";"Couscous MOYEN à l'hectogramme";"SR-RO-KDN-ON-P";"0.210000";"0.170000";"0";"Coop La Meute";"La Pelle d'Or";"1";"59";"Pâtes, Riz, Autres céréales";"0";"0";"";"4";"0";
"40";"Pois chiches à l'hectogramme (100g)";"SR-RO-KDN-ON-P";"0.250000";"0.200000";"0";"Coop La Meute";"La Pelle d'Or";"1";"60";"Légumes secs";"0";"0";"";"15";"0";
"41";"lentilles blondes  à l'hectogramme (100g)";"SR-RO-KDN-ON-P";"0.250000";"0.200000";"0";"Coop La Meute";"";"1";"61";"Légumes secs";"0";"0";"";"4";"0";
"45";"Oeufs BIO par 6";"OO-RO-BUN-NN";"2.600000";"2.000000";"1";"Coop La Meute";"La Poule Blanche";"1";"492";"Oeufs";"0";"0";"";"588";"0";
"46";"Saint Nectaire 250 g de fromage";"OF-RO-PQN-OO-S";"4.000000";"3.120000";"0";"Coop La Meute";"GAEC Clavel";"1";"413";"Vache";"0";"0";"";"0";"1";
"49";"Haricots blancs lingot  par hectogramme ";"SR-RO-KDN-ON-P";"0.340000";"0.260000";"0";"Coop La Meute";"La Pelle d'Or";"1";"76";"Légumes secs";"0";"0";"";"9";"0";
"65";"Miel TOUTES FLEURS (pot de 500g)";"DS-RO-UUN-NN-P";"8.600000";"6.500000";"0";"Coop La Meute";"Rucher du Peyloubier";"1";"92";"Sucre , Miel, Sirop d'agave";"0";"0";"";"0";"1";
"72";"Pain Bio aux olives et aux herbes locales  (450 g)";"OP-MV-UUN-NN-S";"4.000000";"1.100000";"0";"Coop La Meute";"";"1";"105";"Pains";"0";"0";"";"89";"0";
"76";"Blettes fines  BIO (à la botte)";"LS-MN-LUN-NN-P";"1.500000";"1.100000";"0";"Coop La Meute";"ORSO Manuel";"1";"518";"Légumes frais";"0";"0";"";"901";"0";
"77";"Artichaut violet de Carros Bio  au 500g";"LE-MN-KMN-NO-P";"2.400000";"1.880000";"0";"Coop La Meute";"Naturdis";"1";"133";"Autres légumes";"0";"0";"";"1000";"0";
"78";"Oranges Bio Feuille de Sicile au kg";"FA-MV-KUN-NO-P";"1.800000";"1.260000";"0";"Coop La Meute";"Naturdis";"1";"112";"Agrumes";"0";"0";"";"22";"0";
"79";"Citron BIO (à l'hectogramme)";"FA-MV-KDN-NO-P";"0.320000";"0.240000";"0";"Coop La Meute";"ORSO Manuel";"1";"120";"Agrumes";"0";"0";"";"0";"1";
"80";"Poires comice au Kg";"FP-MN-KUN-NO";"2.600000";"1.800000";"0";"Coop La Meute";"ORSO Manuel";"1";"113";"Pommes et poires";"0";"0";"";"53";"0";
"81";"Poires Louise bonne au Kg";"FP-MN-KUN-NO";"2.600000";"1.800000";"0";"Coop La Meute";"ORSO Manuel";"1";"115";"Pommes et poires";"0";"0";"";"83";"0";
"82";"Clémentines Bio au Kg";"FA-MV-KUN-NO";"4.500000";"3.900000";"0";"Coop La Meute";"ORSO Manuel";"1";"116";"Agrumes";"0";"0";"";"-1";"1";
"83";"Poireaux Bio au 500g";"LB-MV-KMN-NO-P";"1.500000";"1.100000";"0";"Coop La Meute";"ORSO Manuel";"1";"117";"Autres légumes";"0";"0";"";"462";"0";
"86";"Tomme de Vache à la portion de 200g de fromage";"OF-RO-PCN-OO-S";"2.500000";"2.100000";"1";"Coop La Meute";"GAEC Serre-Lions";"1";"126";"Vache";"0";"0";"";"964";"0";
"94";"Chou Brocoli Bio par 500g";"LC-MV-KMN-NO";"1.650000";"1.250000";"0";"Coop La Meute";"VIDAL Yann";"1";"136";"Choux et navets";"0";"0";"";"1000";"0";
"98";"Navet blanc fanne 500 g";"LR-MO-KMN-NO";"1.900000";"1.500000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"161";"Autres légumes";"0";"0";"";"459";"0";
"100";"Endives (500g)";"LS-MN-KMN-NO-P";"3.100000";"2.500000";"1";"Coop La Meute";"BOSELLI Christian";"1";"968";"Légumes frais";"0";"0";"";"670";"0";
"106";"Oranges amères";"FA-MN-KUN-NO";"1.200000";"1.000000";"0";"Coop La Meute";"";"1";"154";"Agrumes";"0";"0";"";"0";"1";
"109";"Pommes Fuji (au Kg) ";"FP-MO-KUN-NO-P";"2.300000";"1.700000";"0";"Coop La Meute";"GAEC du Val Alpin";"1";"157";"Pommes et poires";"0";"0";"";"0";"1";
"111";"Chou Fleur Bio (au kg)";"LC-MV-KUN-NO-P";"2.200000";"1.500000";"0";"Coop La Meute";"VIDAL Yann";"1";"162";"Choux et navets";"0";"0";"";"987";"0";
"116";"Oignons blancs (par 500g)";"LB-MV-KMN-NO-P";"1.500000";"1.150000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"167";"Accueil";"0";"0";"";"805";"0";
"117";"Oignons rouges (par 500g )";"LB-MV-KMN-NO-P";"1.600000";"1.200000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"169";"Accueil";"0";"0";"";"739";"0";
"120";"Vin Côtes de Provence BLANC, Origines  Origine Domaine de Canta Rainette (bouteille)";"SA-RO-UUN-NN-P";"7.200000";"6.000000";"1";"Coop La Meute";"DOMAINE de Canta Rainette";"1";"171";"Vins et Bières";"0";"0";"";"10";"0";
"121";"Vin Côtes de Provence ROUGE Grande réserve Domaine de Canta Rainette (bouteille)";"SA-RO-UUN-NN-P";"10.400000";"7.700000";"1";"Coop La Meute";"DOMAINE de Canta Rainette";"1";"502";"Vins et bières";"0";"0";"";"14";"0";
"122";"Vin ROUGE Cuvée Armony en vrac par box de 5 litres.";"SA-RO-UUN-NN-P";"18.800000";"14.500000";"1";"Coop La Meute";"DOMAINE de Canta Rainette";"1";"487";"Vins et bières";"0";"0";"";"16";"0";
"123";"Vin ROSE cuvée Aurore en vrac par box de 5 litres.";"SA-RO-UUN-NN-P";"18.800000";"14.500000";"1";"Coop La Meute";"DOMAINE de Canta Rainette";"1";"488";"Vins et bières";"0";"0";"";"9";"0";
"125";"Pain aux céréales (400g)";"OP-MV-UUN-NN-S";"3.300000";"2.900000";"0";"Coop La Meute";"JULIEN Bruno";"1";"230";"Pains";"0";"0";"";"965";"0";
"126";"Graines germées MELANGE DETOX";"SS-RV-UUN-NN-S-G";"2.650000";"2.110000";"0";"Coop La Meute";"ECOGERME SA";"1";"178";"Graines germées";"0";"0";"";"100";"0";
"127";"Graines germées de TREFLE POURPRE.";"SS-RV-UUN-NN-S-G";"2.650000";"2.110000";"0";"Coop La Meute";"ECOGERME SA";"1";"180";"Graines germées";"0";"0";"";"100";"0";
"128";"Graines germées MELANGE VITALITE.";"SS-RV-UUN-NN-S-G";"2.650000";"2.110000";"0";"Coop La Meute";"ECOGERME SA";"1";"183";"Graines germées";"0";"0";"";"100";"0";
"129";"Pain blanc allongé (environ 450g)";"OP-MV-UUN-NN-S";"3.400000";"2.600000";"0";"Coop La Meute";"JULIEN Bruno";"1";"232";"Accueil";"0";"0";"";"1000";"0";
"134";"Farine de blé BIO type T.65 (1 kg)";"DG-RO-UUN-NN-P";"2.150000";"1.740000";"1";"Coop La Meute";"Moulin Pichard";"1";"435";"Farine";"0";"0";"";"11";"0";
"135";"Farine de sarrasin complet (1 kg)";"DG-RO-UUN-NN-P";"3.000000";"2.380000";"1";"Coop La Meute";"Moulin Pichard";"1";"441";"Epicerie salée";"0";"0";"";"3";"0";
"136";"Farine de blé BIO type T.150 (1 kg)";"DG-RO-UUN-NN-P";"1.650000";"1.310000";"0";"Coop La Meute";"Moulin Pichard";"1";"440";"Farine";"0";"0";"";"0";"1";
"137";"Fraises Cléry (en barquette de 250 g)";"FD-MN-UUN-NN-S";"3.100000";"2.500000";"0";"Coop La Meute";"ORSO Manuel";"1";"203";"Fruits frais";"0";"0";"";"835";"0";
"138";"Eau florale BIO de rose Centifolia (200 ml spray)";"SE-SO-UUN-NN-P";"11.250000";"9.000000";"0";"Coop La Meute";"OULMONT François";"1";"206";"";"0";"0";"";"1002";"0";
"139";"Eau florale BIO de rose Damascena (200 ml spray)";"SE-SO-UUN-NN-P";"10.000000";"10.000000";"0";"Coop La Meute";"OULMONT François";"1";"205";"";"0";"0";"";"1000";"0";
"141";"Févettes (500 g)";"LG-MN-KMN-NO-P";"2.000000";"1.600000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"209";"Légumes frais";"0";"0";"";"988";"0";
"142";"Asperges violettes (par 500 g)";"LM-MN-KMN-NO-P";"6.250000";"5.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"210";"Accueil";"0";"0";"";"957";"0";
"143";"Feuilles de chêne rouge BIO ";"LS-MN-UUN-NN-P";"0.800000";"0.600000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"211";"Salades";"0";"0";"";"889";"0";
"145";"Huile d'olive BIO au litre";"SH-RO-UUN-NN-P";"12.500000";"10.400000";"1";"Coop La Meute";"Olearia Riviera di Ponente";"1";"499";"Accueil";"0";"0";"";"79";"0";
"146";"Huile d'olive taggiasca au litre";"SH-RO-UUN-NN-P";"15.500000";"12.700000";"1";"Coop La Meute";"Olearia Riviera di Ponente";"1";"497";"Accueil";"0";"0";"";"23";"0";
"147";"Huile d'olive douce au litre";"SH-RO-UUN-NN-P";"10.800000";"8.300000";"1";"Coop La Meute";"Olearia Riviera di Ponente";"1";"495";"Accueil";"0";"0";"";"25";"0";
"148";"Bière La Grassieuse (75 cl)";"SA-SI-UUN-NN-P";"6.500000";"5.000000";"1";"Coop La Meute";"Brasserie BadaB";"1";"217";"Vins et bières";"0";"0";"";"0";"1";
"149";"Bière La Clarinette (75 cl)";"SA-SI-UUN-NN-P";"6.500000";"5.000000";"1";"Coop La Meute";"Brasserie BadaB";"1";"219";"Vins et bières";"0";"0";"";"4";"0";
"150";"Bière La Contrebasse (75 cl)";"SA-SI-UUN-NN-P";"6.500000";"5.000000";"1";"Coop La Meute";"Brasserie BadaB";"1";"223";"Vins et bières";"0";"0";"";"2";"0";
"151";"Bière La Thelonious (75 cl)";"SA-SI-UUN-NN-P";"6.500000";"5.000000";"1";"Coop La Meute";"Brasserie BadaB";"1";"224";"Vins et bières";"0";"0";"";"3";"0";
"152";"Pain Le petit épeautre (environ 500 g)";"OP-MV-UUN-NN-S";"5.500000";"4.900000";"0";"Coop La Meute";"JULIEN Bruno";"1";"231";"Pains";"0";"0";"";"997";"0";
"154";"Pain de campagne (par 500g)";"OP-MV-UUN-NN-S";"2.300000";"1.550000";"0";"Coop La Meute";"JULIEN Bruno";"1";"233";"Pains";"0";"0";"";"992";"0";
"155";"Concombre noa Bio ( par 500g)";"LF-MN-KMN-NO";"1.400000";"1.050000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"234";"Accueil";"0";"0";"";"844";"0";
"156";"Cerises non traitées (par 500 g)";"FD-MN-KMN-NO-P";"3.600000";"2.750000";"0";"Coop La Meute";"ORSO Manuel";"1";"235";"Accueil";"0";"0";"";"895";"0";
"157";"Vin ROUGE BIO Costières de Nîmes CUVEE MICHEL";"SA-RO-UUN-NN-P";"4.800000";"3.600000";"0";"Coop La Meute";"DOMAINE Pastouret vin BIO";"1";"236";"Vins et bières";"0";"0";"";"-1";"1";
"158";"Vin ROUGE BIO Costières de Nîmes CUVEE DE MATHIEU ";"SA-RO-UUN-NN-P";"5.700000";"4.200000";"0";"Coop La Meute";"DOMAINE Pastouret vin BIO";"1";"238";"Vins et bières";"0";"0";"";"0";"1";
"159";"Vin ROUGE BIO Costières de Nimes en box de 5 litres";"SA-RO-UUN-NN-P";"15.000000";"11.950000";"0";"Coop La Meute";"DOMAINE Pastouret vin BIO";"1";"500";"Vins et bières";"0";"0";"";"0";"1";
"163";"Aubergines BIO de Jean-Charles Orso";"LF-MN-KUN-NO-P";"2.800000";"2.110000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"244";"Légumes frais";"0";"0";"";"871";"0";
"166";"Nectarines BIO (au kg)";"FN-MN-KUN-NO-P";"3.000000";"2.110000";"0";"Coop La Meute";"ORSO Manuel";"1";"246";"Fruits frais";"0";"0";"";"974";"0";
"171";"Tomates Apéro non traitées (par 500g)";"LT-MV-KMN-NO-P";"4.000000";"2.100000";"0";"Coop La Meute";"ORSO Manuel";"1";"253";"Légumes frais";"0";"0";"";"103";"0";
"173";"Miel d'acacia du rucher du Peyloubier en pot de 500g";"DS-RO-UUN-NN-P";"8.600000";"7.000000";"0";"Coop La Meute";"Rucher du Peyloubier";"1";"255";"Sucre , Miel, Sirop d'agave";"0";"0";"";"0";"1";
"176";"Tomates cocktail BIO  par 500g";"LT-MV-KMN-NO-P";"1.600000";"1.330000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"262";"Légumes frais";"0";"0";"";"87";"0";
"177";"Tomates jaunes BIO (au Kg)";"LT-MV-KUN-NO-P";"3.400000";"2.500000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"261";"Tomates";"0";"0";"";"970";"0";
"179";"Pâte d'olive noire (en pot de 185g)";"SS-RO-UUN-NN-P";"3.000000";"2.100000";"1";"Coop La Meute";"Olearia Riviera di Ponente";"1";"265";"Huiles , Vinaigres et Condiments";"0";"0";"";"48";"0";
"181";"Pêches jaunes non traitées ( en cagette de 2 kg)";"FN-MN-UUN-NN-P";"7.900000";"6.330000";"0";"Coop La Meute";"ORSO Manuel";"1";"269";"Fruits frais";"0";"0";"";"0";"1";
"182";"Pêches jaunes non traitées  kg";"FN-MN-KUN-NO-P";"3.900000";"3.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"270";"Fruits frais";"0";"0";"";"60";"0";
"183";"Pêches blanches non traitées (en cagette de 2 kg)";"FN-MN-UUN-NN-P";"7.900000";"6.330000";"0";"Coop La Meute";"ORSO Manuel";"1";"272";"Fruits frais";"0";"0";"";"0";"1";
"186";"Poivrons verts dits salade BIO ( au 100gr)";"LF-MN-KDN-NO-P";"0.330000";"0.270000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"276";"Légumes frais";"0";"0";"";"742";"0";
"187";"Prunes TC Sun non traitées au Kg";"FD-MN-KUN-NO-P";"3.800000";"3.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"313";"Fruits frais";"0";"0";"";"38";"0";
"188";"Haricots verts fins  extra  Bio au 100g Echanges Paysans";"LG-MV-KDN-NO-P";"0.750000";"0.570000";"0";"Coop La Meute";"Echange Paysan 05";"1";"1071";"Légumes frais";"0";"0";"";"0";"1";
"191";"Poivrons rouges BIO (par 500g)";"LF-MN-KMN-NO-P";"1.750000";"1.350000";"0";"Coop La Meute";"GUSTINELLI Jean-Pierre";"1";"282";"Légumes frais";"0";"0";"";"0";"1";
"192";"Poivrons verts BIO (par 500g)";"LF-MN-KMN-NO-P";"1.100000";"0.750000";"0";"Coop La Meute";"GUSTINELLI Jean-Pierre";"1";"284";"Légumes frais";"0";"0";"";"40";"0";
"195";"Framboises en barquette de 125g";"FD-MN-UUN-NN-P";"6.000000";"3.100000";"0";"Coop La Meute";"TAMAGNO Yvette";"1";"287";"Fruits frais";"0";"0";"";"66";"0";
"196";"Fraises Mara des Bois  ( Barquette de 250g)";"FD-MN-UUN-NN-P";"6.000000";"5.000000";"0";"Coop La Meute";"TAMAGNO Yvette";"1";"289";"Fruits frais";"0";"0";"";"90";"0";
"197";"Prunes jaunes Golden Japan au Kg";"FD-MN-KUN-NO-P";"2.500000";"2.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"293";"Accueil";"0";"0";"";"41";"0";
"199";"Farine de blé BIO type T.110 (1 kg) ";"DG-RO-UUN-NN-P";"1.850000";"1.300000";"1";"Coop La Meute";"Moulin Pichard";"1";"296";"Epicerie salée";"0";"0";"";"0";"1";
"201";"Tomates bien mûres pour coulis (plateau 9-10 Kg)";"LT-MV-UUN-NN-P";"6.500000";"6.500000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"298";"Légumes frais";"0";"0";"";"81";"0";
"203";"Pêches et nectarines mixtes non traitées  ( en cagette de 2 kg)";"FN-MN-UUN-NN-P";"7.000000";"4.100000";"0";"Coop La Meute";"ORSO Manuel";"1";"300";"Fruits frais";"0";"0";"";"73";"0";
"206";"Tomates Coeur de Boeuf - Roquebrune/Argens";"LT-MV-KUN-NO-P";"3.500000";"2.900000";"0";"Coop La Meute";"";"1";"304";"Accueil";"0";"0";"";"18";"0";
"207";"Raisin blanc type Vidal Vaucluse non traité et sans pépin (cagette de 750 g)";"FR-MN-UUN-NN-P";"5.500000";"4.500000";"0";"Coop La Meute";"ORSO Manuel";"1";"305";"Accueil";"0";"0";"";"39";"0";
"208";"Raisin noir du Vaucluse non traité (cagette de 750 g)";"FR-MN-UUN-NN-P";"5.500000";"4.500000";"0";"Coop La Meute";"ORSO Manuel";"1";"307";"Accueil";"0";"0";"";"19";"0";
"213";"Tomates Mix";"LT-MV-KUN-NO-P";"4.000000";"6.100000";"0";"Coop La Meute";"ORSO Manuel";"1";"";"Accueil";"0";"0";"";"96";"0";
"214";"Prunes Black Diamond non traitées au Kg";"FD-MN-KUN-NO-P";"3.800000";"3.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"315";"Fruits frais";"0";"0";"";"100";"0";
"215";"Prunes rouges BIO Espagne  au Kg";"FD-MN-KUN-NO-P";"2.800000";"2.030000";"0";"Coop La Meute";"Naturdis";"1";"316";"Accueil";"0";"0";"";"914";"0";
"217";"Fromage de chèvre Frais à la pièce (120 g)";"OF-MV-UUN-NN-X";"3.250000";"2.300000";"1";"Coop La Meute";"Gabriel Abba";"1";"318";"Pains Oeufs Fromages Crèmerie";"0";"0";"";"375";"0";
"218";"Fromage de chèvre affiné à la pièce (90 g)";"OF-MV-UUN-NN-X";"3.250000";"2.300000";"1";"Coop La Meute";"Gabriel Abba";"1";"319";"Pains Oeufs Fromages Crèmerie";"0";"0";"";"100";"0";
"219";"Fromage de chèvre Sec (S) à la pièce (50 g)";"OF-MV-UUN-NN-X";"3.250000";"2.300000";"1";"Coop La Meute";"Gabriel Abba";"1";"320";"Pains Oeufs Fromages Crèmerie";"0";"0";"";"818";"0";
"220";"Aubergines blanches (au kg)";"LF-MN-KUN-NO-P";"4.000000";"9.100000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"322";"Légumes frais";"0";"0";"";"85";"0";
"222";"Courgettes longues (au kg)";"LG-MN-KUN-NO";"2.250000";"1.800000";"0";"Coop La Meute";"";"1";"326";"Accueil";"0";"0";"";"63";"0";
"223";"Betteraves cuites (au kg)";"LR-MN-KUN-NO-P";"3.100000";"2.500000";"0";"Coop La Meute";"";"1";"325";"Accueil";"0";"0";"";"74";"0";
"224";"Carottes terre (au kg) ";"LR-RO-KUN-NO-P";"1.600000";"1.100000";"1";"Coop La Meute";"SALUZZO Jean ";"1";"337";"Autres légumes";"0";"0";"";"716";"0";
"225";"Courge Butternut BIO entière (prix au kg)";"LG-MV-KUN-NO";"2.000000";"1.580000";"1";"Coop La Meute";"GAEC Noble";"1";"335";"Courges";"0";"0";"";"983";"0";
"227";"Piment d'Espelette (la pièce)";"LF-MV-UUN-NN-P";"1.000000";"10.100000";"0";"Coop La Meute";"GUSTINELLI Jean-Pierre";"1";"329";"Accueil";"0";"0";"";"1";"0";
"228";"Raisin blanc Idéal Français (barquette de 750 g)";"FR-MN-UUN-NN-P";"3.750000";"3.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"330";"Accueil";"0";"0";"";"51";"0";
"229";"Pistils de safran - 0,3 g";"SS-SO-UUN-NN-P";"9.000000";"11.100000";"0";"Coop La Meute";"GUSTINELLI Jean-Pierre";"1";"331";"Epicerie salée";"0";"0";"";"1000";"0";
"230";"Pistils de safran - 0,5 g";"SS-SO-UUN-NN-P";"12.000000";"12.100000";"0";"Coop La Meute";"GUSTINELLI Jean-Pierre";"1";"334";"Epicerie salée";"0";"0";"";"1000";"0";
"231";"Pommes de terre CHARLOTTE BIO (au kg) ";"LP-RO-KUN-NO-P";"2.000000";"1.580000";"1";"Coop La Meute";"GAEC Noble";"1";"354";"Légumes frais";"0";"0";"";"96";"0";
"235";"Carottes sable BIO (au kg)";"LR-MO-KUN-NO";"2.000000";"1.400000";"0";"Coop La Meute";"";"1";"342";"Accueil";"0";"0";"";"0";"1";
"236";"Poires conférence BIO de Naturdis(au Kg) ";"FP-MN-KUN-NO";"3.200000";"2.560000";"0";"Coop La Meute";"Naturdis";"1";"343";"Pommes et poires";"0";"0";"";"-1";"1";
"237";"Pomme Grany Smith BIO (au Kg) ";"FP-MO-KUN-NO";"2.400000";"1.660000";"0";"Coop La Meute";"GAEC du Val Alpin";"1";"344";"Pommes et poires";"0";"0";"";"98";"0";
"238";"Pomme Chantecler BIO au Kg ";"FP-MO-KUN-NO";"2.300000";"1.730000";"0";"Coop La Meute";"GAEC du Val Alpin";"1";"347";"Pommes et poires";"0";"0";"";"6";"0";
"239";"Pomme Reinette grise BIO au Kg";"FP-MO-KUN-NO";"1.950000";"1.730000";"0";"Coop La Meute";"GAEC du Val Alpin";"1";"348";"Fruits frais";"0";"0";"";"2";"0";
"240";"Jus BIO Poire";"DJ-RO-UUN-NN-P";"3.500000";"2.700000";"0";"Coop La Meute";"GAEC du Val Alpin";"1";"503";"Jus de fruits";"0";"0";"";"0";"1";
"241";"Pommes de terre CHARLOTTE BIO (par sac de 10 kg)";"LP-RO-UUN-NN-P";"20.000000";"13.100000";"0";"Coop La Meute";"GAEC Noble";"1";"350";"Accueil";"0";"0";"";"0";"1";
"242";"Confiture d'Abricot BIO (pot de 340 g)";"DD-RO-UUN-NN-P";"3.500000";"2.800000";"1";"Coop La Meute";"MAURENT Bernadette/Jean-Pierre";"1";"351";"Confitures";"0";"0";"";"10";"0";
"246";"Chou lisse non traité (achat à la pièce - payé au poids : prix au kg)";"LC-MV-UUN-NO-P";"2.500000";"2.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"382";"Choux et navets";"0";"0";"";"88";"0";
"247";"Chou frisé non traité (achat à la pièce - payé au poids : prix au kg)";"LC-MN-UUN-NO-P";"2.500000";"2.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"383";"Accueil";"0";"0";"";"985";"0";
"248";"Chou blanc lisse BIO (achat à la pièce - payé au poids : prix au kg)";"LC-MV-KUN-NO";"2.400000";"1.800000";"1";"Coop La Meute";"GAEC Noble";"1";"384";"Choux et navets";"0";"0";"";"913";"0";
"249";"Chou rouge BIO de chez Noble (au kg)";"LC-MV-KUN-NO";"2.400000";"1.800000";"0";"Coop La Meute";"GAEC Noble";"1";"385";"Choux et navets";"0";"0";"";"913";"0";
"250";"Navet BIO (prix au kg)";"LR-MO-KUN-NO";"1.900000";"1.500000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"363";"Accueil";"0";"0";"";"4";"0";
"251";"Pommes de terre CHEYENNE (au kg)";"LP-RO-KUN-NO-P";"1.800000";"1.200000";"1";"Coop La Meute";"SALUZZO Jean ";"1";"359";"Légumes frais";"0";"0";"";"911";"0";
"254";"Grains de petit épeautre BIO (LIVRAISON JEUDI 17/11)";"SR-RO-KUN-NN-P";"5.000000";"4.000000";"0";"Coop La Meute";"GAEC du Val Alpin";"1";"366";"Pâtes, Riz, Autres céréales";"0";"0";"";"0";"1";
"259";"Purée de poires Williams BIO (pot de 620g) ";"DD-RO-UUN-NN-P";"3.300000";"2.650000";"0";"Coop La Meute";"GAEC du Val Alpin";"1";"375";"Compotes et Purées";"0";"0";"";"0";"1";
"261";"Potimarron BIO (au kg)";"LF-MV-UUN-NO";"2.000000";"1.580000";"0";"Coop La Meute";"GAEC Noble";"1";"378";"Courges";"0";"0";"";"869";"0";
"262";"Salade Batavia verte BIO";"LS-MN-UUN-NN-P";"1.000000";"0.630000";"1";"Coop La Meute";"ORSO Jean-Charles";"1";"379";"Légumes frais";"0";"0";"";"826";"0";
"263";"Petite Rougette BIO";"LS-MN-UUN-NN-P";"0.750000";"0.500000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"380";"Salades";"0";"0";"";"859";"0";
"265";"Courge musquée, culture conventionnelle (au Kg)";"LF-MV-KUN-NO-P";"1.250000";"1.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"388";"Courges";"0";"0";"";"973";"0";
"266";"Courges longues de Nice, culture conventionnelle (au Kg) ";"LF-MV-KUN-NO-P";"1.250000";"1.000000";"0";"Coop La Meute";"ORSO Manuel";"1";"389";"Courges";"0";"0";"";"73";"0";
"267";"Fenouil Bio au kg";"LR-MN-KUN-NO";"2.500000";"2.000000";"0";"Coop La Meute";"ORSO Jean-Charles";"1";"391";"Autres légumes";"0";"0";"";"1";"0";
"268";"Pied de Blettes à côtes BIO (à l'unité)";"LS-MN-UUN-NN-P";"1.300000";"1.060000";"1";"Coop La Meute";"ORSO Jean-Charles";"1";"1803";"Légumes frais";"0";"0";"";"896";"0";
