id_product;name;reference;ean13;price;wholesale_price;active;supp;sav_quantity;badge_danger;
"9";"Pommes de terre MONALISA (au kg) Saluzzo";"LP-MO-KUN-NO-P";"";"0.800000";"1.100000";"0";"SALUZZO Jean ";"3";"0";
"12";"Salade Feuille de chêne blonde Mandelieu BIO";"LS-MN-UUN-NN-P";"";"1.000000";"0.630000";"0";"ORSO Jean-Charles";"0";"1";
"15";"Pommes de terre DE MONTAGNE Monalisa (sac de 5 kg)";"LP-RO-FUN-NN-P";"";"6.900000";"5.500000";"0";"SALUZZO Jean ";"0";"1";
"18";"Potimarron BIO au Kg (vendue à la pièce)";"LF-MV-KUN-NO-P";"";"2.600000";"2.100000";"0";"ORSO Jean-Charles";"0";"1";
"19";"Blettes  de chez Manu (à la botte)";"LS-MN-LUN-NN-P";"";"1.250000";"1.000000";"0";"ORSO Manuel";"689";"0";
"22";"Champignons de Paris à l'hectogramme (100g)";"LX-MN-KDO-NO-X";"";"1.000000";"0.800000";"0";"BOSELLI Christian";"628";"0";
"24";"Oeufs  par 6";"OO-RO-BUN-NN";"3309730000104";"2.100000";"1.690000";"1";"La Poule Blanche";"990";"0";
"27";"Cébettes BIO à la botte";"LB-MN-LUN-NN-P";"";"1.300000";"0.950000";"0";"ORSO Jean-Charles";"857";"0";
"29";"Chou chinois  BIO à la pièce";"LC-MV-UUN-NN-P";"";"2.250000";"1.800000";"0";"";"41";"0";
"33";"Tortiglioni (paquet de 500g)";"SP-RO-UUN-NN-P";"";"1.000000";"0.690000";"0";"La Pelle d'Or";"0";"1";
"34";"Farfalle par paquet de 500 g";"SP-RO-UUN-NN-P";"";"1.100000";"0.820000";"0";"La Pelle d'Or";"0";"1";
"35";"Spaghettini N°3 par paquet de 500 g";"SP-RO-UUN-NN-P";"";"1.100000";"0.820000";"0";"La Pelle d'Or";"1";"0";
"36";"Riz Long    à l'hectogramme (100g)";"SR-RO-KDN-ON-P";"";"0.220000";"0.180000";"0";"";"-6";"1";
"37";"Riz Basmati à l'hectogramme (100g)";"SR-RO-KDN-ON-P";"";"0.300000";"0.240000";"0";"La Pelle d'Or";"2";"0";
"39";"Couscous MOYEN à l'hectogramme";"SR-RO-KDN-ON-P";"";"0.210000";"0.170000";"0";"La Pelle d'Or";"4";"0";
"40";"Pois chiches à l'hectogramme (100g)";"SR-RO-KDN-ON-P";"";"0.250000";"0.200000";"0";"La Pelle d'Or";"15";"0";
"41";"lentilles blondes  à l'hectogramme (100g)";"SR-RO-KDN-ON-P";"";"0.250000";"0.200000";"0";"";"4";"0";
"45";"Oeufs BIO par 6";"OO-RO-BUN-NN";"3309730000074";"2.800000";"2.270000";"1";"La Poule Blanche";"977";"0";
"46";"Saint Nectaire 250 g de fromage";"CR-RO-PQN-OO-S";"";"4.000000";"3.120000";"0";"GAEC Clavel";"0";"1";
"49";"Haricots blancs lingot  par hectogramme ";"SR-RO-KDN-ON-P";"";"0.340000";"0.260000";"0";"La Pelle d'Or";"9";"0";
"65";"Miel TOUTES FLEURS (pot de 500g)";"DS-RO-UUN-NN-P";"";"8.600000";"6.500000";"0";"";"0";"1";
"72";"Pain Bio aux olives et aux herbes locales  (450 g)";"OP-MV-UUN-NN-S";"";"4.000000";"1.100000";"0";"";"0";"1";
"76";"Blettes fines  BIO (à la botte)";"LS-MN-LUN-NN-P";"";"1.500000";"1.100000";"0";"ORSO Manuel";"901";"0";
"77";"Artichaut violet de Carros Bio  au 500g";"LE-MN-KMN-NO-P";"";"2.400000";"1.880000";"0";"NaturDis_M";"0";"1";
"78";"Oranges Bio Feuille de Sicile au kg";"FA-MV-KUN-NO-P";"";"1.800000";"1.400000";"0";"NaturDis_M";"0";"1";
"79";"Citron BIO (à l'hectogramme)";"FA-MV-KDN-NO-P";"";"0.320000";"0.240000";"0";"ORSO Manuel";"0";"1";
"80";"Poires comice au Kg";"FP-MN-KUN-NO";"";"2.600000";"1.800000";"0";"ORSO Manuel";"51";"0";
"81";"Poires Louise bonne au Kg";"FP-MN-KUN-NO";"";"2.600000";"1.800000";"0";"";"16";"0";
"82";"Clémentines Bio au Kg";"FA-MV-KUN-NO";"";"4.500000";"3.900000";"0";"ORSO Manuel";"-1";"1";
"83";"Poireaux Bio au 500g";"LB-MV-KMN-NO-P";"";"1.500000";"1.100000";"0";"ORSO Manuel";"461";"0";
"86";"Tomme de Vache à la portion de 200g de fromage";"CR-RO-PCN-OO-S";"";"2.500000";"2.100000";"0";"GAEC Serre-Lions";"1";"0";
"94";"Chou Brocoli Bio par 500g";"LC-MV-KMN-NO";"";"1.650000";"1.250000";"0";"VIDAL Yann";"999";"0";
"98";"Navet blanc fanne 500 g";"LR-MO-KMN-NO";"";"1.900000";"1.500000";"0";"ORSO Jean-Charles";"0";"1";
"100";"Endives (500g)";"LS-MN-KMN-NO-X";"";"3.300000";"2.640000";"0";"BOSELLI Christian";"527";"0";
"106";"Oranges amères";"FA-MN-KUN-NO";"";"1.200000";"1.000000";"0";"";"0";"1";
"109";"Pommes Fuji (au Kg)";"FP-MO-KUN-NO-P";"";"2.350000";"1.700000";"0";"GAEC du Val Alpin";"0";"1";
"111";"Chou Fleur Bio (au kg)";"LC-MV-KUN-NO-P";"";"2.200000";"1.500000";"0";"VIDAL Yann";"987";"0";
"116";"Oignons blancs (par 500g)";"LB-MV-KMN-NO-P";"";"1.500000";"1.150000";"0";"ORSO Jean-Charles";"805";"0";
"117";"Oignons rouges (par 500g )";"LB-MV-KMN-NO-P";"";"1.600000";"1.200000";"0";"ORSO Jean-Charles";"1000";"0";
"120";"Vin Côtes de Provence BLANC, Origines  Origine Domaine de Canta Rainette (bouteille)";"SA-RO-UUN-NN-P";"3000001234654";"7.200000";"6.000000";"1";"DOMAINE de Canta Rainette";"26";"0";
"121";"Vin Côtes de Provence ROUGE Grande réserve Domaine de Canta Rainette (bouteille)";"SA-RO-UUN-NN-P";"3000001234661";"10.400000";"7.700000";"1";"DOMAINE de Canta Rainette";"18";"0";
"122";"Vin ROUGE Cuvée Armony en cubi 5 litres";"SA-RO-UUN-NN-P";"3000001234678";"18.800000";"14.500000";"1";"DOMAINE de Canta Rainette";"14";"0";
"123";"Vin ROSE cuvée Aurore en cubi 5 litres";"SA-RO-UUN-NN-P";"3000001234685";"18.800000";"14.500000";"1";"DOMAINE de Canta Rainette";"16";"0";
"125";"Pain aux céréales (400g)";"OP-MV-UUN-NN-S";"";"3.300000";"2.900000";"0";"";"0";"1";
"126";"Graines germées MELANGE DETOX";"SS-RV-UUN-NN-S-G";"3683080002545";"2.650000";"2.110000";"0";"ECOGERME SA";"100";"0";
"127";"Graines germées de TREFLE POURPRE.";"SS-RV-UUN-NN-S-G";"3683080002545";"2.650000";"2.110000";"0";"ECOGERME SA";"100";"0";
"128";"Graines germées MELANGE VITALITE.";"SS-RV-UUN-NN-S-G";"3683080002545";"2.650000";"2.110000";"0";"ECOGERME SA";"100";"0";
"129";"Pain blanc allongé (environ 450g)";"OP-MV-UUN-NN-S";"";"3.400000";"2.600000";"0";"";"0";"1";
"134";"Farine de blé BIO type T.65 1 kg Moulin Pichard";"DG-RO-UUN-NN-P";"3572520000015";"1.950000";"1.470000";"1";"Moulin Pichard";"10";"0";
"135";"Farine de sarrasin complet 1 kg Moulin Pichard";"DG-RO-UUN-NN-P";"3572520000152";"3.300000";"2.380000";"1";"Moulin Pichard";"9";"0";
"136";"Farine de blé BIO type T.150 1 kg Moulin Pichard";"DG-RO-UUN-NN-P";"3572520000091";"1.750000";"1.410000";"1";"Moulin Pichard";"6";"0";
"137";"Fraises Cléry (en barquette de 250 g)";"FD-MN-UUN-NN-S";"";"3.100000";"2.500000";"0";"ORSO Manuel";"835";"0";
"138";"Eau florale BIO de rose Centifolia (200 ml spray)";"SE-SO-UUN-NN-P";"";"11.250000";"9.000000";"0";"OULMONT François";"1002";"0";
"139";"Eau florale BIO de rose Damascena (200 ml spray)";"SE-SO-UUN-NN-P";"";"10.000000";"10.000000";"0";"OULMONT François";"1000";"0";
"141";"Fèves Mandelieu BIO (au 100 g)";"LG-MN-KDN-NO-P";"";"0.530000";"0.420000";"0";"ORSO Jean-Charles";"8";"0";
"142";"Asperges violettes (par 500 g)";"LM-MN-KMN-NO-P";"";"6.250000";"5.000000";"0";"ORSO Manuel";"0";"1";
"143";"Feuilles de chêne rouge BIO ";"LS-MN-UUN-NN-P";"";"0.800000";"0.600000";"0";"ORSO Jean-Charles";"884";"0";
"145";"Huile d'olive BIO au litre";"SH-RO-UUN-NN-P";"8008447004256";"12.500000";"10.400000";"1";"Olearia Riviera di Ponente";"71";"0";
"146";"Huile d'olive taggiasca au litre";"SH-RO-UUN-NN-P";"8008447003297";"15.500000";"12.700000";"1";"Olearia Riviera di Ponente";"31";"0";
"147";"Huile d'olive extra vierge (1 L)";"SH-RO-UUN-NN-P";"8008447001071";"10.800000";"8.300000";"1";"Olearia Riviera di Ponente";"57";"0";
"148";"Bière La Grassieuse (75 cl)";"SA-SI-UUN-NN-P";"3000001234562";"6.500000";"5.000000";"0";"Brasserie BadaB";"-3";"1";
"149";"Bière La Clarinette (75 cl)";"SA-SI-UUN-NN-P";"3000001234579";"6.500000";"5.000000";"0";"Brasserie BadaB";"7";"0";
"150";"Bière La Contrebasse (75 cl)";"SA-SI-UUN-NN-P";"3000001234586";"6.500000";"5.000000";"0";"Brasserie BadaB";"-1";"1";
"151";"Bière La Thelonious (75 cl)";"SA-SI-UUN-NN-P";"";"6.500000";"5.000000";"0";"Brasserie BadaB";"0";"1";
"152";"Pain Le petit épeautre (environ 500 g)";"OP-MV-UUN-NN-S";"";"5.500000";"4.900000";"0";"";"0";"1";
"154";"Pain de campagne (par 500g)";"OP-MV-UUN-NN-S";"";"2.300000";"1.550000";"0";"";"0";"1";
"155";"Concombre noa Bio ( par 500g)";"LF-MN-KMN-NO";"";"1.400000";"1.050000";"0";"ORSO Jean-Charles";"844";"0";
"156";"Cerises non traitées (par 500 g)";"FD-MN-KMN-NO-P";"";"3.600000";"2.750000";"0";"ORSO Manuel";"895";"0";
"157";"Vin ROUGE BIO Costières de Nîmes CUVEE MICHEL";"SA-RO-UUN-NN-P";"";"4.800000";"3.600000";"0";"DOMAINE Pastouret vin BIO";"-1";"1";
"158";"Vin ROUGE BIO Costières de Nîmes CUVEE DE MATHIEU ";"SA-RO-UUN-NN-P";"";"5.700000";"4.200000";"0";"DOMAINE Pastouret vin BIO";"0";"1";
"159";"Vin ROUGE BIO Costières de Nimes en box de 5 litres";"SA-RO-UUN-NN-P";"";"15.000000";"11.950000";"0";"DOMAINE Pastouret vin BIO";"0";"1";
"163";"Aubergines BIO de Jean-Charles Orso";"LF-MN-KUN-NO-P";"";"2.800000";"2.110000";"0";"ORSO Jean-Charles";"871";"0";
"166";"Nectarines BIO (au kg)";"FN-MN-KUN-NO-P";"";"3.000000";"2.110000";"0";"ORSO Manuel";"974";"0";
"171";"Tomates Apéro non traitées (par 500g)";"LT-MV-KMN-NO-P";"";"4.000000";"2.100000";"0";"ORSO Manuel";"103";"0";
"173";"Miel d'acacia du rucher du Peyloubier en pot de 500g";"DS-RO-UUN-NN-P";"";"8.600000";"7.000000";"0";"Rucher du Peyloubier";"0";"1";
"176";"Tomates cocktail BIO  (par 500g)";"LT-MV-KMN-NO-P";"";"1.600000";"1.330000";"0";"ORSO Jean-Charles";"87";"0";
"177";"Tomates jaunes BIO (au Kg)";"LT-MV-KUN-NO-P";"";"3.400000";"2.500000";"0";"ORSO Jean-Charles";"970";"0";
"179";"Pâte d'olive noire (en pot de 185g)";"SS-RO-UUN-NN-P";"8008447001248";"3.000000";"2.100000";"1";"Olearia Riviera di Ponente";"110";"0";
"181";"Pêches jaunes non traitées ( en cagette de 2 kg)";"FN-MN-UUN-NN-P";"";"7.900000";"6.330000";"0";"ORSO Manuel";"0";"1";
"182";"Pêches jaunes Mandelieu non traitées  kg";"FN-MN-KUN-NO-P";"";"4.500000";"3.600000";"0";"ORSO Manuel";"26";"0";
"183";"Pêches blanches non traitées (en cagette de 2 kg)";"FN-MN-UUN-NN-P";"";"7.900000";"6.330000";"0";"ORSO Manuel";"0";"1";
"186";"Poivrons verts dits salade BIO ( au 100gr)";"LF-MN-KDN-NO-P";"";"0.330000";"0.270000";"0";"ORSO Jean-Charles";"742";"0";
"187";"Prunes TC Sun non traitées au Kg";"FD-MN-KUN-NO-P";"";"3.800000";"3.000000";"0";"ORSO Manuel";"37";"0";
"188";"Haricots verts fins  extra  Bio au 100g Echanges Paysans";"LG-MV-KDN-NO-P";"";"0.750000";"0.570000";"0";"Echange Paysan 05 - F&L";"0";"1";
"191";"Poivrons rouges BIO (par 500g)";"LF-MN-KMN-NO-P";"";"1.750000";"1.350000";"0";"GUSTINELLI Jean-Pierre";"0";"1";
"192";"Poivrons verts BIO (par 500g)";"LF-MN-KMN-NO-P";"";"1.100000";"0.750000";"0";"GUSTINELLI Jean-Pierre";"40";"0";
"195";"Framboises en barquette de 125g";"FD-MN-UUN-NN-P";"";"6.000000";"3.100000";"0";"TAMAGNO Yvette";"66";"0";
"196";"Fraises Mara des Bois  ( Barquette de 250g)";"FD-MN-UUN-NN-P";"";"6.000000";"5.000000";"0";"TAMAGNO Yvette";"90";"0";
"197";"Prunes jaunes Golden Japan au Kg";"FD-MN-KUN-NO-P";"";"2.500000";"2.000000";"0";"ORSO Manuel";"41";"0";
"199";"Farine de blé MELBIO type T.110 1 kg";"DG-RO-UUN-NN-P";"3556355013105";"2.150000";"1.700000";"1";"NaturDis_A";"7";"0";
"201";"Tomates bien mûres pour coulis (plateau 9-10 Kg)";"LT-MV-UUN-NN-P";"";"6.500000";"6.500000";"0";"ORSO Jean-Charles";"81";"0";
"203";"Pêches et nectarines mixtes non traitées  ( en cagette de 2 kg)";"FN-MN-UUN-NN-P";"";"7.000000";"4.100000";"0";"ORSO Manuel";"73";"0";
"206";"Tomates Coeur de Boeuf - Roquebrune/Argens";"LT-MV-KUN-NO-P";"";"3.500000";"2.900000";"0";"";"18";"0";
"207";"Raisin blanc type Vidal Vaucluse non traité et sans pépin (cagette de 750 g)";"FR-MN-UUN-NN-P";"";"5.500000";"4.500000";"0";"ORSO Manuel";"-25";"1";
"208";"Raisin noir du Vaucluse non traité (cagette de 750 g)";"FR-MN-UUN-NN-P";"";"5.500000";"4.500000";"0";"ORSO Manuel";"1";"0";
"213";"Tomates Mix";"LT-MV-KUN-NO-P";"";"4.000000";"6.100000";"0";"ORSO Manuel";"96";"0";
"214";"Prunes Black Diamond non traitées au Kg";"FD-MN-KUN-NO-P";"";"3.800000";"3.000000";"0";"ORSO Manuel";"98";"0";
"215";"Prunes rouges BIO Espagne  au Kg";"FD-MN-KUN-NO-P";"";"2.800000";"2.030000";"0";"NaturDis_M";"0";"1";
"218";"Fromage de chèvre affiné à la pièce (90 g)";"CR-MV-UUN-NN";"";"3.000000";"2.300000";"0";"Gabriel Abba";"1002";"0";
"219";"Fromage de chèvre Sec (S) à la pièce (50 g)";"CR-MV-UUN-NN";"";"3.000000";"2.300000";"0";"Gabriel Abba";"813";"0";
"220";"Aubergines blanches (au kg)";"LF-MN-KUN-NO-P";"";"4.000000";"9.100000";"0";"ORSO Jean-Charles";"85";"0";
"222";"Courgettes longues (au kg)";"LG-MN-KUN-NO";"";"2.250000";"1.800000";"0";"";"0";"1";
"223";"Betteraves cuites (au kg)";"LR-MN-KUN-NO-P";"";"3.100000";"2.500000";"0";"";"0";"1";
"224";"Carottes terre (au kg) ";"LR-RO-KUN-NO-P";"";"1.600000";"1.100000";"0";"SALUZZO Jean ";"0";"1";
"225";"Courge Butternut BIO entière (prix au kg)";"LG-MV-UUN-NO";"";"2.000000";"1.580000";"0";"GAEC Noble";"3";"0";
"227";"Piment d'Espelette (la pièce)";"LF-MV-UUN-NN-P";"";"1.000000";"10.100000";"0";"GUSTINELLI Jean-Pierre";"1";"0";
"228";"Raisin blanc Idéal Français (barquette de 750 g)";"FR-MN-UUN-NN-P";"";"3.750000";"3.000000";"0";"ORSO Manuel";"51";"0";
"229";"Pistils de safran - 0,3 g";"SS-SO-UUN-NN-P";"";"9.000000";"11.100000";"0";"GUSTINELLI Jean-Pierre";"1000";"0";
"230";"Pistils de safran - 0,5 g";"SS-SO-UUN-NN-P";"";"12.000000";"12.100000";"0";"GUSTINELLI Jean-Pierre";"1000";"0";
"231";"Pommes de terre CHARLOTTE BIO (au kg) ";"LP-RO-KUN-NO-P";"";"2.000000";"1.580000";"0";"GAEC Noble";"847";"0";
"235";"Carottes sable BIO (au kg)";"LR-MO-KUN-NO";"";"2.000000";"1.400000";"0";"";"0";"1";
"236";"Poires conférence BIO de Naturdis(au Kg) ";"FP-MN-KUN-NO";"";"3.200000";"2.560000";"0";"NaturDis_M";"2";"0";
"237";"Pommes Grany Smith BIO (au Kg)";"FP-MO-KUN-NO";"";"2.350000";"1.880000";"0";"GAEC du Val Alpin";"0";"1";
"238";"Pommes Chantecler BIO au Kg";"FP-MO-KUN-NO";"";"2.350000";"1.730000";"0";"GAEC du Val Alpin";"0";"1";
"239";"Pommes Reinette grise BIO au Kg";"FP-MO-KUN-NO";"";"2.350000";"1.880000";"0";"GAEC du Val Alpin";"0";"1";
"240";"Jus BIO Poire";"DJ-RO-UUN-NN-P";"3700876984912";"3.500000";"2.700000";"0";"GAEC du Val Alpin";"0";"1";
"241";"Pommes de terre CHARLOTTE BIO (par sac de 10 kg)";"LP-RO-UUN-NN-P";"";"20.000000";"13.100000";"0";"GAEC Noble";"100";"0";
"242";"Confiture d'Abricot BIO (pot de 340 g)";"DD-RO-UUN-NN-P";"";"3.500000";"2.800000";"1";"Famille MAURENT";"6";"0";
"246";"Chou lisse non traité (achat à la pièce - payé au poids : prix au kg)";"LC-MV-UUN-NO-P";"";"2.500000";"2.000000";"0";"ORSO Manuel";"88";"0";
"247";"Chou frisé non traité (achat à la pièce - payé au poids : prix au kg)";"LC-MN-UUN-NO-P";"";"2.500000";"2.000000";"0";"ORSO Manuel";"985";"0";
"248";"Chou blanc lisse BIO (achat à la pièce - payé au poids : prix au kg)";"LC-MV-UUN-NO";"";"2.000000";"1.580000";"0";"GAEC Noble";"0";"1";
"249";"Chou rouge BIO de chez Noble (au kg)";"LC-MV-UUN-NO";"";"2.400000";"1.800000";"0";"GAEC Noble";"913";"0";
"250";"Navet BIO (prix au kg)";"LR-MO-KUN-NO";"";"1.900000";"1.500000";"0";"ORSO Jean-Charles";"0";"1";
"251";"Pommes de terre CHEYENNE (au kg)";"LP-RO-KUN-NO-P";"";"1.800000";"1.200000";"0";"SALUZZO Jean ";"0";"1";
"254";"Grains de petit épeautre BIO (LIVRAISON JEUDI 17/11)";"SR-RO-KUN-NN-P";"";"5.000000";"4.000000";"0";"GAEC du Val Alpin";"0";"1";
"259";"Purée de poires Williams BIO (pot de 620g) ";"DD-RO-UUN-NN-P";"";"3.300000";"2.650000";"0";"GAEC du Val Alpin";"0";"1";
"261";"Potimarron BIO (au kg)";"LF-MV-UUN-NO";"";"2.000000";"1.580000";"0";"GAEC Noble";"0";"1";
"262";"Salade Batavia verte Mandelieu BIO";"LS-MN-UUN-NN-P";"";"1.000000";"0.630000";"0";"ORSO Jean-Charles";"0";"1";
"263";"Salade Petite Rougette Mandelieu BIO";"LS-MN-UUN-NN-P";"";"1.000000";"0.600000";"0";"ORSO Jean-Charles";"0";"1";
"265";"Courge musquée, culture conventionnelle (au Kg)";"LF-MV-KUN-NO-P";"";"1.250000";"1.000000";"0";"";"0";"1";
"266";"Courges longues de Nice, culture conventionnelle (au Kg) ";"LF-MV-KUN-NO-P";"";"1.250000";"1.000000";"0";"";"0";"1";
"267";"Fenouil Bio au kg";"LR-MN-KUN-NO";"";"2.500000";"2.000000";"0";"ORSO Jean-Charles";"1";"0";
"268";"Pied de Blettes à côtes BIO (à l'unité)";"LS-MN-UUN-NN-P";"";"1.300000";"1.060000";"0";"ORSO Jean-Charles";"0";"1";
"270";"Pommes ruby BIO au Kg";"FP-MO-KUN-NO";"";"2.350000";"1.570000";"0";"GAEC du Val Alpin";"0";"1";
"271";"Champagne BRUT Carte Blanche ";"SA-SI-UUN-NN-P";"3556860000164";"16.000000";"13.620000";"1";"Champagne Cristian SENEZ";"9";"0";
"272";"Champagne BRUT  Carte Verte ";"SA-SI-UUN-NN-P";"3556860000034";"17.000000";"14.800000";"1";"Champagne Cristian SENEZ";"9";"0";
"273";"Champagne BRUT  Rosé de Saignée ";"SA-SI-UUN-NN-P";"3556860000072";"18.000000";"15.550000";"1";"Champagne Cristian SENEZ";"6";"0";
"274";"Ratafia de Champagne (bouteille de 75cl)";"SA-SI-UUN-NN-P";"";"14.200000";"12.420000";"0";"Champagne Cristian SENEZ";"0";"1";
"275";"Vieux Marc de Champagne (bouteille de 75cl)";"SA-SI-UUN-NN-P";"";"20.000000";"17.460000";"0";"Champagne Cristian SENEZ";"0";"1";
"276";"Radis noir BIO (au 100 g)";"LR-MO-KDN-NO";"";"0.200000";"0.160000";"0";"GAEC Noble";"858";"0";
"278";"Patidous  BIO  (au Kg)";"LR-MN-KUN-NO";"";"1.800000";"1.000000";"0";"GAEC Noble";"-1";"1";
"279";"Eau florale BIO de Thym (200 ml spray)";"SE-SI-UUN-NN-P";"";"10.000000";"8.000000";"0";"OULMONT François";"1000";"0";
"280";"Eau florale BIO de Romarin (200 ml spray)";"SE-SI-UUN-NN-P";"";"10.000000";"8.000000";"0";"OULMONT François";"999";"0";
"281";"Eau florale BIO de Lavande sauvage (200 ml spray)";"SE-SI-UUN-NN-P";"";"10.000000";"8.000000";"0";"OULMONT François";"1001";"0";
"282";"Eau florale BIO de Géranium Rosat (200 ml spray)";"SE-SI-UUN-NN-P";"";"10.000000";"8.000000";"0";"OULMONT François";"1001";"0";
"284";"Pousses d'épinard BIO de JC Orso à l'hectogramme (100g)";"LS-MN-KDO-NO";"";"0.400000";"0.300000";"0";"ORSO Jean-Charles";"504";"0";
"285";"Chou Kale au 100 g";"LC-MN-KDN-NO";"";"0.600000";"0.450000";"0";"ORSO Manuel";"937";"0";
"286";"Chou Romanesco (achat à la pièce - payé au poids : prix au kg)";"LC-MV-UUN-NO";"";"1.900000";"1.500000";"0";"ORSO Manuel";"48";"0";
"287";"Chou Fleur jaune (achat à la pièce - payé au poids : prix au kg)";"LC-MV-UUN-NO";"";"1.900000";"1.500000";"0";"ORSO Manuel";"51";"0";
"288";"Chou Fleur blanc (achat à la pièce - payé au poids : prix au kg)";"LC-MV-KUN-NO";"";"2.000000";"1.500000";"0";"ORSO Manuel";"924";"0";
"289";"Farine de blé Type T.80 Moulin Pichard 1 kg";"DG-RO-UUN-NN-P";"3572520000039";"2.000000";"1.430000";"1";"Moulin Pichard";"15";"0";
"291";"Farine aux 9 céréales 1 kg Moulin Pichard";"DG-RO-UUN-NN-P";"3572520000176";"2.500000";"1.950000";"1";"Moulin Pichard";"10";"0";
"292";"Farine d'épeautre 1 kg";"DG-RO-UUN-NN-P";"";"3.700000";"3.060000";"0";"Moulin Pichard";"0";"1";
"293";"Farine de petit épeautre intégral 1 kg";"DG-RO-UUN-NN-P";"3572520030005";"3.550000";"3.850000";"0";"Moulin Pichard";"0";"1";
"294";"Farine de seigle Type T.170 1 kg Moulin Pichard";"DG-RO-UUN-NN-P";"";"2.000000";"1.300000";"1";"Moulin Pichard";"7";"0";
"295";"Noix sèches non traitées en coque (au Kg)";"DF-RO-KUN-NO-P";"";"5.500000";"4.060000";"0";"";"0";"1";
"296";"Crème de châtaignes (le pot de 360g) ";"DD-RO-UUN-NN-P";"";"5.700000";"4.500000";"1";"Association Châtaignes des Grès";"64";"0";
"297";"Châtaignes au naturel (le pot de 430g) ";"DD-RO-UUN-NN-P";"";"8.100000";"6.500000";"1";"Association Châtaignes des Grès";"7";"0";
"298";"Carottes lavées BIO (au kg)";"LR-RO-KUN-NO-P";"";"2.100000";"1.690000";"0";"GAEC Noble";"796";"0";
"299";"Cresson alenois BIO (au 100g)";"LS-MN-KDO-NO";"";"4.000000";"15.100000";"0";"ORSO Jean-Charles";"85";"0";
"302";"Pommes Crimson Bio du Val au Kg";"FP-MO-KUN-NO";"";"2.350000";"1.880000";"0";"GAEC du Val Alpin";"0";"1";
"305";"Salade Laitue BIO";"LS-MN-UUN-NN-P";"";"1.000000";"0.500000";"0";"ORSO Jean-Charles";"0";"1";
"309";"Farine BIO de pois chiche au Kg";"DG-RO-KUN-OO-P";"";"3.200000";"2.530000";"0";"Moulin Pichard";"0";"1";
"310";"Farine Mix BIO sans gluten au Kg";"DG-RO-KUN-ON-P";"";"4.700000";"3.690000";"0";"Moulin Pichard";"0";"1";
"327";"Bouchons chocolat noir au Marc de Champagne";"DC-RO-UUN-NN-P";"";"0.000000";"0.000000";"0";"";"0";"1";
"330";"Pommes de terre GRENAILLE (au kg)";"LP-RO-KUN-NO-P";"";"1.300000";"1.000000";"0";"SALUZZO Jean ";"2";"0";
"334";"Oignons jaunes BIO (au 500g) ";"LB-MO-KMN-NO";"";"1.150000";"0.900000";"0";"GAEC Noble";"945";"0";
"335";"Pommes de terre MONALISA  (au kg)";"LP-RO-KUN-NO-P";"";"2.000000";"1.580000";"0";"GAEC Noble";"0";"1";
"337";"Pommes GALA Italie Bio Naturdis (au Kg)";"FP-MO-KUN-NO-P";"";"2.400000";"1.900000";"1";"NaturDis_M";"992";"0";
"339";"Truites arc en ciel BIO vidée(300g) (achat à la pièce  -prix moyen";"PP-MV-UUN-NO";"";"6.500000";"5.220000";"0";"PISCICULTURE DU CHEIRON ";"100";"0";
"340";"Truites fario BIO (vidée 250g) achat à la pièce - prix moyen";"PP-MV-UUN-NO";"";"6.000000";"0.000000";"0";"PISCICULTURE DU CHEIRON ";"1000";"0";
"341";"Truites omble de fontaine BIO vidée (300 g)  (achat à la pièce  - prix moyen";"PP-MV-UUN-NO";"";"6.000000";"0.000000";"0";"PISCICULTURE DU CHEIRON ";"1000";"0";
"343";"Crème nourrissante universelle visage et corps, Précieux Argan 125ml";"BX-RO-UUN-NN-P";"3478820065863";"6.400000";"5.120000";"1";"SoBIO-étic";"4";"0";
"344";"Shampooing infusion cédrat et camomille 250ml";"BX-RO-UUN-NN-P";"3517360016222";"4.250000";"3.540000";"1";"Floressance";"10";"0";
"345";"Shampooing I Love Bio SOS cheveux secs";"BX-RO-UUN-NN-P";"3517360019919";"5.950000";"4.750000";"1";"Floressance";"4";"0";
"347";"Pur Jus Orange 1L";"DJ-RO-UUN-NN-P";"3289196100290";"3.250000";"2.910000";"0";"Jardin Bio";"0";"1";
"348";"Pur Jus de Grenade 1L";"DJ-RO-UUN-NN-P";"";"6.250000";"4.990000";"0";"Jardin Bio";"0";"1";
"350";"Muesli bio graines gourmandes sans sucre ajouté 375g";"DP-RO-UUN-NN-P";"3760020503802";"2.650000";"2.110000";"1";"Jardin Bio";"6";"0";
"351";"Vinaigre ménager forte concentration 12° 1L";"MX-RO-UUN-NN-P";"3517360003789";"1.750000";"1.400000";"1";"Biovie";"0";"1";
"352";"Bicarbonate de soude - Grand format 500g";"MX-RO-UUN-NN-P";"3517360003796";"2.550000";"2.020000";"0";"Biovie";"0";"1";
"353";"Thé vert menthe bio  30g";"DT-RO-UUN-NN-P";"3456300011180";"2.800000";"2.040000";"1";"Jardin Bio";"3";"0";
"354";"Lentilles corail BIO 500g";"SR-RO-UUN-NN-P";"3307130806029";"2.900000";"2.290000";"1";"Jardin Bio";"8";"0";
"355";"Quinoa royal bio de Bolivie 400g";"SR-RO-UUN-NN-P";"3760020508647";"3.850000";"3.050000";"1";"Jardin Bio";"8";"0";
"356";"Lentilles vertes de vendée  BIO 400g";"SR-RO-UUN-NN-P";"3456300007053";"3.000000";"2.400000";"0";"Jardin Bio";"0";"1";
